Postcode,State,Name,Type,Lat,Lng
0800,NT,DARWIN,Delivery Area,-12.461497,130.844989
0810,NT,ALAWA,Delivery Area,-12.651300000000001,130.92839000000001
0810,NT,BRINKIN,Delivery Area,-12.651300000000001,130.92839000000001
0810,NT,CASUARINA,Delivery Area,-12.651300000000001,130.92839000000001
0810,NT,COCONUT GROVE,Delivery Area,-12.651300000000001,130.92839000000001
0810,NT,JINGILI,Delivery Area,-12.651300000000001,130.92839000000001
0810,NT,LEE POINT,Delivery Area,-12.651300000000001,130.92839000000001
0810,NT,LYONS,Delivery Area,-12.651300000000001,130.92839000000001
0810,NT,MILLNER,Delivery Area,-12.651300000000001,130.92839000000001
0810,NT,MOIL,Delivery Area,-12.651300000000001,130.92839000000001
0810,NT,MUIRHEAD,Delivery Area,-12.651300000000001,130.92839000000001
0810,NT,NAKARA,Delivery Area,-12.651300000000001,130.92839000000001
0810,NT,NIGHTCLIFF,Delivery Area,-12.651300000000001,130.92839000000001
0810,NT,RAPID CREEK,Delivery Area,-12.651300000000001,130.92839000000001
0810,NT,TIWI,Delivery Area,-12.651300000000001,130.92839000000001
0810,NT,WAGAMAN,Delivery Area,-12.651300000000001,130.92839000000001
0810,NT,WANGURI,Delivery Area,-12.651300000000001,130.92839000000001
0812,NT,ANULA,Delivery Area,-12.378665,130.90818300000001
0812,NT,BUFFALO CREEK,Delivery Area,-12.378665,130.90818300000001
0812,NT,HOLMES,Delivery Area,-12.378665,130.90818300000001
0812,NT,KARAMA,Delivery Area,-12.378665,130.90818300000001
0812,NT,LEANYER,Delivery Area,-12.378665,130.90818300000001
0812,NT,MALAK,Delivery Area,-12.378665,130.90818300000001
0812,NT,MARRARA,Delivery Area,-12.378665,130.90818300000001
0812,NT,NORTHLAKES,Delivery Area,-12.378665,130.90818300000001
0812,NT,SANDERSON,Delivery Area,-12.378665,130.90818300000001
0812,NT,WOODLEIGH GARDENS,Delivery Area,-12.378665,130.90818300000001
0812,NT,WULAGI,Delivery Area,-12.378665,130.90818300000001
0820,NT,BAGOT,Delivery Area,-12.422817999999999,130.86774700000001
0820,NT,BAYVIEW,Delivery Area,-12.422817999999999,130.86774700000001
0820,NT,CHARLES DARWIN,Delivery Area,-12.422817999999999,130.86774700000001
0820,NT,COONAWARRA,Delivery Area,-12.422817999999999,130.86774700000001
0820,NT,CULLEN BAY,Delivery Area,-12.422817999999999,130.86774700000001
0820,NT,DARWIN DC,Delivery Area,-12.422817999999999,130.86774700000001
0820,NT,DARWIN INTERNATIONAL AIRPORT,Delivery Area,-12.422817999999999,130.86774700000001
0820,NT,DARWIN MC,Delivery Area,-12.422817999999999,130.86774700000001
0820,NT,EAST POINT,Delivery Area,-12.422817999999999,130.86774700000001
0820,NT,EATON,Delivery Area,-12.422817999999999,130.86774700000001
0820,NT,FANNIE BAY,Delivery Area,-12.422817999999999,130.86774700000001
0820,NT,LARRAKEYAH,Delivery Area,-12.422817999999999,130.86774700000001
0820,NT,LUDMILLA,Delivery Area,-12.422817999999999,130.86774700000001
0820,NT,PARAP,Delivery Area,-12.422817999999999,130.86774700000001
0820,NT,RAAF BASE DARWIN,Delivery Area,-12.422817999999999,130.86774700000001
0820,NT,STUART PARK,Delivery Area,-12.422817999999999,130.86774700000001
0820,NT,THE GARDENS,Delivery Area,-12.422817999999999,130.86774700000001
0820,NT,THE NARROWS,Delivery Area,-12.422817999999999,130.86774700000001
0820,NT,WINNELLIE,Delivery Area,-12.422817999999999,130.86774700000001
0820,NT,WOOLNER,Delivery Area,-12.422817999999999,130.86774700000001
0828,NT,BERRIMAH,Delivery Area,-12.426505000000001,130.94859099999999
0828,NT,KNUCKEY LAGOON,Delivery Area,-12.426505000000001,130.94859099999999
0829,NT,HOLTZE,Delivery Area,-12.452227000000001,131.00914800000001
0829,NT,PINELANDS,Delivery Area,-12.452227000000001,131.00914800000001
0830,NT,ARCHER,Delivery Area,-12.371342,131.099864
0830,NT,DRIVER,Delivery Area,-12.371342,131.099864
0830,NT,DURACK,Delivery Area,-12.371342,131.099864
0830,NT,FARRAR,Delivery Area,-12.371342,131.099864
0830,NT,GRAY,Delivery Area,-12.371342,131.099864
0830,NT,MARLOW LAGOON,Delivery Area,-12.371342,131.099864
0830,NT,MOULDEN,Delivery Area,-12.371342,131.099864
0830,NT,PALMERSTON,Delivery Area,-12.371342,131.099864
0830,NT,SHOAL BAY,Delivery Area,-12.371342,131.099864
0830,NT,WOODROFFE,Delivery Area,-12.371342,131.099864
0830,NT,YARRAWONGA,Delivery Area,-12.371342,131.099864
0832,NT,BAKEWELL,Delivery Area,-12.514798000000001,130.99401499999999
0832,NT,BELLAMACK,Delivery Area,-12.514798000000001,130.99401499999999
0832,NT,GUNN,Delivery Area,-12.514798000000001,130.99401499999999
0832,NT,JOHNSTON,Delivery Area,-12.514798000000001,130.99401499999999
0832,NT,MITCHELL,Delivery Area,-12.514798000000001,130.99401499999999
0832,NT,ROSEBERY,Delivery Area,-12.514798000000001,130.99401499999999
0832,NT,ROSEBERY HEIGHTS,Delivery Area,-12.514798000000001,130.99401499999999
0832,NT,ZUCCOLI,Delivery Area,-12.514798000000001,130.99401499999999
0834,NT,VIRGINIA,Delivery Area,-25.335448,135.74507600000001
0835,NT,HOWARD SPRINGS,Delivery Area,-12.499995999999999,131.04948400000001
0836,NT,GIRRAWEEN,Delivery Area,-12.547613,131.14013499999999
0836,NT,HERBERT,Delivery Area,-12.547613,131.14013499999999
0836,NT,HUMPTY DOO,Delivery Area,-12.547613,131.14013499999999
0837,NT,MANTON,Delivery Area,-12.834603,131.18037699999999
0837,NT,NOONAMAH,Delivery Area,-12.834603,131.18037699999999
0838,NT,BERRY SPRINGS,Delivery Area,-12.717408000000001,131.01923500000001
0839,NT,COOLALINGA,Delivery Area,-25.335448,135.74507600000001
0840,NT,DUNDEE BEACH,Delivery Area,-12.748472,130.45163299999999
0840,NT,DUNDEE DOWNS,Delivery Area,-12.748472,130.45163299999999
0840,NT,DUNDEE FOREST,Delivery Area,-12.748472,130.45163299999999
0841,NT,DARWIN RIVER,Delivery Area,-12.835737999999999,130.97887700000001
0845,NT,BATCHELOR,Delivery Area,-13.086629,131.06964099999999
0846,NT,ADELAIDE RIVER,Delivery Area,-13.174828,131.14013499999999
0847,NT,PINE CREEK,Delivery Area,-13.838025999999999,131.80044100000001
0850,NT,COSSACK,Delivery Area,-14.425386,132.255968
0850,NT,EMUNGALAN,Delivery Area,-14.425386,132.255968
0850,NT,KATHERINE,Delivery Area,-14.425386,132.255968
0850,NT,KATHERINE EAST,Delivery Area,-14.425386,132.255968
0850,NT,KATHERINE SOUTH,Delivery Area,-14.425386,132.255968
0850,NT,LANSDOWNE,Delivery Area,-14.425386,132.255968
0852,NT,ARNOLD,Delivery Area,-16.305637000000001,133.17471599999999
0852,NT,BAINES,Delivery Area,-16.305637000000001,133.17471599999999
0852,NT,BARUNGA,Delivery Area,-16.305637000000001,133.17471599999999
0852,NT,BESWICK,Delivery Area,-16.305637000000001,133.17471599999999
0852,NT,BESWICK CREEK,Delivery Area,-16.305637000000001,133.17471599999999
0852,NT,BINJARI,Delivery Area,-16.305637000000001,133.17471599999999
0852,NT,BIRDUM,Delivery Area,-16.305637000000001,133.17471599999999
0852,NT,BRADSHAW,Delivery Area,-16.305637000000001,133.17471599999999
0852,NT,BUCHANAN,Delivery Area,-16.305637000000001,133.17471599999999
0852,NT,BULMAN WEEMOL,Delivery Area,-16.305637000000001,133.17471599999999
0852,NT,CRESWELL,Delivery Area,-16.305637000000001,133.17471599999999
0852,NT,DAGURAGU,Delivery Area,-16.305637000000001,133.17471599999999
0852,NT,DALY WATERS,Delivery Area,-16.305637000000001,133.17471599999999
0852,NT,DELAMERE,Delivery Area,-16.305637000000001,133.17471599999999
0852,NT,DUNMARRA,Delivery Area,-16.305637000000001,133.17471599999999
0852,NT,EDITH,Delivery Area,-16.305637000000001,133.17471599999999
0852,NT,ELSEY,Delivery Area,-16.305637000000001,133.17471599999999
0852,NT,ELSEY STATION,Delivery Area,-16.305637000000001,133.17471599999999
0852,NT,FLORINA,Delivery Area,-16.305637000000001,133.17471599999999
0852,NT,FLYING FOX,Delivery Area,-16.305637000000001,133.17471599999999
0852,NT,GREGORY,Delivery Area,-16.305637000000001,133.17471599999999
0852,NT,GULUNG MARDRULK,Delivery Area,-16.305637000000001,133.17471599999999
0852,NT,GURINDJI,Delivery Area,-16.305637000000001,133.17471599999999
0852,NT,JILKMINGGAN,Delivery Area,-16.305637000000001,133.17471599999999
0852,NT,KALKARINDJI,Delivery Area,-16.305637000000001,133.17471599999999
0852,NT,KATHERINE,Delivery Area,-16.305637000000001,133.17471599999999
0852,NT,LAJAMANU,Delivery Area,-16.305637000000001,133.17471599999999
0852,NT,LARRIMAH,Delivery Area,-16.305637000000001,133.17471599999999
0852,NT,LIMMEN,Delivery Area,-16.305637000000001,133.17471599999999
0852,NT,MANBULLOO,Delivery Area,-16.305637000000001,133.17471599999999
0852,NT,MARANBOY,Delivery Area,-16.305637000000001,133.17471599999999
0852,NT,MATARANKA,Delivery Area,-16.305637000000001,133.17471599999999
0852,NT,MCARTHUR,Delivery Area,-16.305637000000001,133.17471599999999
0852,NT,MINIYERI,Delivery Area,-16.305637000000001,133.17471599999999
0852,NT,NGUKURR,Delivery Area,-16.305637000000001,133.17471599999999
0852,NT,NITMILUK,Delivery Area,-16.305637000000001,133.17471599999999
0852,NT,PELLEW ISLANDS,Delivery Area,-16.305637000000001,133.17471599999999
0852,NT,PIGEON HOLE,Delivery Area,-16.305637000000001,133.17471599999999
0852,NT,ROBINSON RIVER,Delivery Area,-16.305637000000001,133.17471599999999
0852,NT,STURT PLATEAU,Delivery Area,-16.305637000000001,133.17471599999999
0852,NT,TANAMI EAST,Delivery Area,-16.305637000000001,133.17471599999999
0852,NT,TIMBER CREEK,Delivery Area,-16.305637000000001,133.17471599999999
0852,NT,TOP SPRINGS,Delivery Area,-16.305637000000001,133.17471599999999
0852,NT,URALLA,Delivery Area,-16.305637000000001,133.17471599999999
0852,NT,VENN,Delivery Area,-16.305637000000001,133.17471599999999
0852,NT,VICTORIA RIVER,Delivery Area,-16.305637000000001,133.17471599999999
0852,NT,VICTORIA RIVER DOWNS,Delivery Area,-16.305637000000001,133.17471599999999
0852,NT,WARUMUNGU,Delivery Area,-16.305637000000001,133.17471599999999
0852,NT,WAVE HILL,Delivery Area,-16.305637000000001,133.17471599999999
0852,NT,WILTON,Delivery Area,-16.305637000000001,133.17471599999999
0852,NT,YARRALIN,Delivery Area,-16.305637000000001,133.17471599999999
0853,NT,TINDAL,Delivery Area,-14.547345999999999,132.37416400000001
0854,NT,BORROLOOLA,Delivery Area,-16.06409,136.32889
0854,NT,KING ASH BAY,Delivery Area,-16.06409,136.32889
0860,NT,TENNANT CREEK,Delivery Area,-19.64188,134.186262
0862,NT,AVON DOWNS,Delivery Area,-18.917798999999999,136.51626200000001
0862,NT,CALVERT,Delivery Area,-18.917798999999999,136.51626200000001
0862,NT,CRESSWELL DOWNS,Delivery Area,-18.917798999999999,136.51626200000001
0862,NT,ELLIOTT,Delivery Area,-18.917798999999999,136.51626200000001
0862,NT,HELEN SPRINGS,Delivery Area,-18.917798999999999,136.51626200000001
0862,NT,MUCKATY STATION,Delivery Area,-18.917798999999999,136.51626200000001
0862,NT,NEWCASTLE WATERS,Delivery Area,-18.917798999999999,136.51626200000001
0862,NT,NICHOLSON,Delivery Area,-18.917798999999999,136.51626200000001
0862,NT,PAMAYU,Delivery Area,-18.917798999999999,136.51626200000001
0862,NT,PHILLIP CREEK STATION,Delivery Area,-18.917798999999999,136.51626200000001
0862,NT,RENNER SPRINGS,Delivery Area,-18.917798999999999,136.51626200000001
0862,NT,TABLELANDS,Delivery Area,-18.917798999999999,136.51626200000001
0862,NT,TENNANT CREEK,Delivery Area,-18.917798999999999,136.51626200000001
0862,NT,THREE WAYS,Delivery Area,-18.917798999999999,136.51626200000001
0862,NT,WARREGO,Delivery Area,-18.917798999999999,136.51626200000001
0862,NT,WOLLOGORANG STATION,Delivery Area,-18.917798999999999,136.51626200000001
0862,NT,WYCLIFFE WELL,Delivery Area,-18.917798999999999,136.51626200000001
0870,NT,ALICE SPRINGS,Delivery Area,-23.740466999999999,133.84821400000001
0870,NT,ARALUEN,Delivery Area,-23.740466999999999,133.84821400000001
0870,NT,ARUMBERA,Delivery Area,-23.740466999999999,133.84821400000001
0870,NT,BRAITLING,Delivery Area,-23.740466999999999,133.84821400000001
0870,NT,CICCONE,Delivery Area,-23.740466999999999,133.84821400000001
0870,NT,CONNELLAN,Delivery Area,-23.740466999999999,133.84821400000001
0870,NT,DESERT SPRINGS,Delivery Area,-23.740466999999999,133.84821400000001
0870,NT,EAST SIDE,Delivery Area,-23.740466999999999,133.84821400000001
0870,NT,FLYNN,Delivery Area,-23.740466999999999,133.84821400000001
0870,NT,GILLEN,Delivery Area,-23.740466999999999,133.84821400000001
0870,NT,ILPARPA,Delivery Area,-23.740466999999999,133.84821400000001
0870,NT,IRLPME,Delivery Area,-23.740466999999999,133.84821400000001
0870,NT,LARAPINTA,Delivery Area,-23.740466999999999,133.84821400000001
0870,NT,MOUNT JOHNS,Delivery Area,-23.740466999999999,133.84821400000001
0870,NT,ROSS,Delivery Area,-23.740466999999999,133.84821400000001
0870,NT,SADADEEN,Delivery Area,-23.740466999999999,133.84821400000001
0870,NT,STUART,Delivery Area,-23.740466999999999,133.84821400000001
0870,NT,THE GAP,Delivery Area,-23.740466999999999,133.84821400000001
0870,NT,UNDOOLYA,Delivery Area,-23.740466999999999,133.84821400000001
0870,NT,WHITE GUMS,Delivery Area,-23.740466999999999,133.84821400000001
0872,NT,AHERRENGE,Delivery Area,-23.588663,131.28085799999999
0872,NT,ALI CURUNG,Delivery Area,-23.588663,131.28085799999999
0872,NT,ALICE SPRINGS,Delivery Area,-23.588663,131.28085799999999
0872,SA,AMATA,Delivery Area,-23.588663,131.28085799999999
0872,NT,AMOONGUNA,Delivery Area,-23.588663,131.28085799999999
0872,NT,AMPILATWATJA,Delivery Area,-23.588663,131.28085799999999
0872,NT,ANATYE,Delivery Area,-23.588663,131.28085799999999
0872,NT,ANMATJERE,Delivery Area,-23.588663,131.28085799999999
0872,NT,ANTEWENEGERRDE,Delivery Area,-23.588663,131.28085799999999
0872,NT,AREYONGA,Delivery Area,-23.588663,131.28085799999999
0872,NT,ATITJERE,Delivery Area,-23.588663,131.28085799999999
0872,NT,AYERS ROCK,Delivery Area,-23.588663,131.28085799999999
0872,NT,BARROW CREEK,Delivery Area,-23.588663,131.28085799999999
0872,NT,BURT PLAIN,Delivery Area,-23.588663,131.28085799999999
0872,NT,CANTEEN CREEK,Delivery Area,-23.588663,131.28085799999999
0872,NT,CHILLA WELL,Delivery Area,-23.588663,131.28085799999999
0872,NT,COSTELLO,Delivery Area,-23.588663,131.28085799999999
0872,NT,DAVENPORT,Delivery Area,-23.588663,131.28085799999999
0872,NT,DOCKER RIVER,Delivery Area,-23.588663,131.28085799999999
0872,NT,ENGAWALA,Delivery Area,-23.588663,131.28085799999999
0872,NT,ERLDUNDA,Delivery Area,-23.588663,131.28085799999999
0872,SA,ERNABELLA,Delivery Area,-23.588663,131.28085799999999
0872,NT,FINKE,Delivery Area,-23.588663,131.28085799999999
0872,SA,FREGON,Delivery Area,-23.588663,131.28085799999999
0872,NT,GHAN,Delivery Area,-23.588663,131.28085799999999
0872,WA,GIBSON DESERT NORTH,Delivery Area,-23.588663,131.28085799999999
0872,WA,GIBSON DESERT SOUTH,Delivery Area,-23.588663,131.28085799999999
0872,NT,HAASTS BLUFF,Delivery Area,-23.588663,131.28085799999999
0872,NT,HALE,Delivery Area,-23.588663,131.28085799999999
0872,NT,HART,Delivery Area,-23.588663,131.28085799999999
0872,NT,HART RANGE,Delivery Area,-23.588663,131.28085799999999
0872,NT,HERMANNSBURG,Delivery Area,-23.588663,131.28085799999999
0872,NT,HUGH,Delivery Area,-23.588663,131.28085799999999
0872,NT,IMANPA,Delivery Area,-23.588663,131.28085799999999
0872,SA,INDULKANA,Delivery Area,-23.588663,131.28085799999999
0872,NT,ININTI STORE,Delivery Area,-23.588663,131.28085799999999
0872,NT,JAY CREEK,Delivery Area,-23.588663,131.28085799999999
0872,NT,KALTUKATJARA,Delivery Area,-23.588663,131.28085799999999
0872,NT,KINTORE,Delivery Area,-23.588663,131.28085799999999
0872,WA,KIWIRRKURRA,Delivery Area,-23.588663,131.28085799999999
0872,NT,KULGERA,Delivery Area,-23.588663,131.28085799999999
0872,NT,KUNPARRKA,Delivery Area,-23.588663,131.28085799999999
0872,NT,LAKE MACKAY,Delivery Area,-23.588663,131.28085799999999
0872,NT,LARAMBA,Delivery Area,-23.588663,131.28085799999999
0872,NT,MEREENIE,Delivery Area,-23.588663,131.28085799999999
0872,SA,MIMILI,Delivery Area,-23.588663,131.28085799999999
0872,NT,MOUNT LIEBIG,Delivery Area,-23.588663,131.28085799999999
0872,NT,MOUNT ZEIL,Delivery Area,-23.588663,131.28085799999999
0872,NT,MULGA BORE,Delivery Area,-23.588663,131.28085799999999
0872,SA,MURPUTJA HOMELANDS,Delivery Area,-23.588663,131.28085799999999
0872,NT,MUTITJULU,Delivery Area,-23.588663,131.28085799999999
0872,NT,NAMATJIRA,Delivery Area,-23.588663,131.28085799999999
0872,WA,NGAANYATJARRA-GILES,Delivery Area,-23.588663,131.28085799999999
0872,SA,NYAPARI,Delivery Area,-23.588663,131.28085799999999
0872,NT,NYIRRIPI,Delivery Area,-23.588663,131.28085799999999
0872,NT,PAPUNYA,Delivery Area,-23.588663,131.28085799999999
0872,WA,PATJARR,Delivery Area,-23.588663,131.28085799999999
0872,NT,PETERMANN,Delivery Area,-23.588663,131.28085799999999
0872,SA,PITJANTJATJARA HOMELANDS,Delivery Area,-23.588663,131.28085799999999
0872,NT,SANDOVER,Delivery Area,-23.588663,131.28085799999999
0872,NT,SANTA TERESA,Delivery Area,-23.588663,131.28085799999999
0872,NT,SIMPSON,Delivery Area,-23.588663,131.28085799999999
0872,NT,TANAMI,Delivery Area,-23.588663,131.28085799999999
0872,NT,TARA,Delivery Area,-23.588663,131.28085799999999
0872,NT,THANGKENHARENGE,Delivery Area,-23.588663,131.28085799999999
0872,NT,TI TREE,Delivery Area,-23.588663,131.28085799999999
0872,NT,TITJIKALA,Delivery Area,-23.588663,131.28085799999999
0872,WA,TJIRRKARLI,Delivery Area,-23.588663,131.28085799999999
0872,WA,TJUKURLA,Delivery Area,-23.588663,131.28085799999999
0872,NT,ULURU,Delivery Area,-23.588663,131.28085799999999
0872,NT,UMPANGARA,Delivery Area,-23.588663,131.28085799999999
0872,NT,URAPUNTJA,Delivery Area,-23.588663,131.28085799999999
0872,NT,WALLACE ROCKHOLE,Delivery Area,-23.588663,131.28085799999999
0872,WA,WANNARN,Delivery Area,-23.588663,131.28085799999999
0872,NT,WILLOWRA,Delivery Area,-23.588663,131.28085799999999
0872,NT,WILORA,Delivery Area,-23.588663,131.28085799999999
0872,WA,WINGELLINA,Delivery Area,-23.588663,131.28085799999999
0872,NT,WUTUNUGURRA,Delivery Area,-23.588663,131.28085799999999
0872,NT,YUELAMU,Delivery Area,-23.588663,131.28085799999999
0872,NT,YUENDUMU,Delivery Area,-23.588663,131.28085799999999
0872,NT,YULARA,Delivery Area,-23.588663,131.28085799999999
0880,NT,GAPUWIYAK,Delivery Area,-12.542494,135.790021
0880,NT,GOVE,Delivery Area,-12.542494,135.790021
0880,NT,GUNYANGARA,Delivery Area,-12.542494,135.790021
0880,NT,NHULUNBUY,Delivery Area,-12.542494,135.790021
0880,NT,YIRRKALA,Delivery Area,-12.542494,135.790021
0885,NT,ALYANGULA,Delivery Area,-13.852865,136.42248699999999
0886,NT,JABIRU,Delivery Area,-12.668835,132.83454
2000,NSW,BARANGAROO,Delivery Area,-33.865729999999999,151.20733000000001
2000,NSW,DAWES POINT,Delivery Area,-33.865729999999999,151.20733000000001
2000,NSW,HAYMARKET,Delivery Area,-33.865729999999999,151.20733000000001
2000,NSW,MILLERS POINT,Delivery Area,-33.865729999999999,151.20733000000001
2000,NSW,PARLIAMENT HOUSE,Delivery Area,-33.865729999999999,151.20733000000001
2000,NSW,SYDNEY,Delivery Area,-33.865729999999999,151.20733000000001
2000,NSW,SYDNEY SOUTH,Delivery Area,-33.865729999999999,151.20733000000001
2000,NSW,THE ROCKS,Delivery Area,-33.865729999999999,151.20733000000001
2006,NSW,THE UNIVERSITY OF SYDNEY,Delivery Area,-25.335448,135.74507600000001
2007,NSW,BROADWAY,Delivery Area,-33.879761000000002,151.19713100000001
2007,NSW,ULTIMO,Delivery Area,-33.879761000000002,151.19713100000001
2008,NSW,CHIPPENDALE,Delivery Area,-33.889166000000003,151.19640200000001
2008,NSW,DARLINGTON,Delivery Area,-33.889166000000003,151.19640200000001
2009,NSW,PYRMONT,Delivery Area,-33.868789999999997,151.19421700000001
2010,NSW,DARLINGHURST,Delivery Area,-33.882559999999998,151.21315799999999
2010,NSW,SURRY HILLS,Delivery Area,-33.882559999999998,151.21315799999999
2011,NSW,ELIZABETH BAY,Delivery Area,-33.871084000000003,151.22335799999999
2011,NSW,HMAS KUTTABUL,Delivery Area,-33.871084000000003,151.22335799999999
2011,NSW,POTTS POINT,Delivery Area,-33.871084000000003,151.22335799999999
2011,NSW,RUSHCUTTERS BAY,Delivery Area,-33.871084000000003,151.22335799999999
2011,NSW,WOOLLOOMOOLOO,Delivery Area,-33.871084000000003,151.22335799999999
2015,NSW,ALEXANDRIA,Delivery Area,-33.908797,151.195674
2015,NSW,BEACONSFIELD,Delivery Area,-33.908797,151.195674
2015,NSW,EVELEIGH,Delivery Area,-33.908797,151.195674
2016,NSW,REDFERN,Delivery Area,-33.892215,151.205873
2017,NSW,WATERLOO,Delivery Area,-33.901536,151.20733000000001
2017,NSW,ZETLAND,Delivery Area,-33.901536,151.20733000000001
2018,NSW,EASTLAKES,Delivery Area,-33.921990000000001,151.20733000000001
2018,NSW,ROSEBERY,Delivery Area,-33.921990000000001,151.20733000000001
2019,NSW,BANKSMEADOW,Delivery Area,-33.952663000000001,151.20733000000001
2019,NSW,BOTANY,Delivery Area,-33.952663000000001,151.20733000000001
2020,NSW,MASCOT,Delivery Area,-33.936503000000002,151.18401900000001
2020,NSW,SYDNEY DOMESTIC AIRPORT,Delivery Area,-33.936503000000002,151.18401900000001
2020,NSW,SYDNEY INTERNATIONAL AIRPORT,Delivery Area,-33.936503000000002,151.18401900000001
2021,NSW,CENTENNIAL PARK,Delivery Area,-33.892119999999998,151.23064500000001
2021,NSW,MOORE PARK,Delivery Area,-33.892119999999998,151.23064500000001
2021,NSW,PADDINGTON,Delivery Area,-33.892119999999998,151.23064500000001
2022,NSW,BONDI JUNCTION,Delivery Area,-33.894914,151.24667500000001
2022,NSW,BONDI JUNCTION PLAZA,Delivery Area,-33.894914,151.24667500000001
2022,NSW,QUEENS PARK,Delivery Area,-33.894914,151.24667500000001
2023,NSW,BELLEVUE HILL,Delivery Area,-33.882696000000003,151.253963
2024,NSW,BRONTE,Delivery Area,-33.904640000000001,151.259793
2024,NSW,WAVERLEY,Delivery Area,-33.904640000000001,151.259793
2025,NSW,WOOLLAHRA,Delivery Area,-33.886499999999998,151.24376100000001
2026,NSW,BONDI,Delivery Area,-33.883496000000001,151.27728400000001
2026,NSW,BONDI BEACH,Delivery Area,-33.883496000000001,151.27728400000001
2026,NSW,NORTH BONDI,Delivery Area,-33.883496000000001,151.27728400000001
2026,NSW,TAMARAMA,Delivery Area,-33.883496000000001,151.27728400000001
2027,NSW,DARLING POINT,Delivery Area,-33.872228999999997,151.237931
2027,NSW,EDGECLIFF,Delivery Area,-33.872228999999997,151.237931
2027,NSW,HMAS RUSHCUTTERS,Delivery Area,-33.872228999999997,151.237931
2027,NSW,POINT PIPER,Delivery Area,-33.872228999999997,151.237931
2028,NSW,DOUBLE BAY,Delivery Area,-33.878000999999998,151.243032
2029,NSW,ROSE BAY,Delivery Area,-33.875421000000003,151.26562300000001
2030,NSW,DOVER HEIGHTS,Delivery Area,-33.857906999999997,151.27728400000001
2030,NSW,HMAS WATSON,Delivery Area,-33.857906999999997,151.27728400000001
2030,NSW,ROSE BAY NORTH,Delivery Area,-33.857906999999997,151.27728400000001
2030,NSW,VAUCLUSE,Delivery Area,-33.857906999999997,151.27728400000001
2030,NSW,WATSONS BAY,Delivery Area,-33.857906999999997,151.27728400000001
2031,NSW,CLOVELLY,Delivery Area,-33.915543,151.24230299999999
2031,NSW,CLOVELLY WEST,Delivery Area,-33.915543,151.24230299999999
2031,NSW,RANDWICK,Delivery Area,-33.915543,151.24230299999999
2031,NSW,ST PAULS,Delivery Area,-33.915543,151.24230299999999
2032,NSW,DACEYVILLE,Delivery Area,-33.927920999999998,151.23064500000001
2032,NSW,KINGSFORD,Delivery Area,-33.927920999999998,151.23064500000001
2033,NSW,KENSINGTON,Delivery Area,-33.909615000000002,151.218987
2034,NSW,COOGEE,Delivery Area,-33.923619000000002,151.253963
2034,NSW,SOUTH COOGEE,Delivery Area,-33.923619000000002,151.253963
2035,NSW,MAROUBRA,Delivery Area,-33.942926999999997,151.23938799999999
2035,NSW,MAROUBRA SOUTH,Delivery Area,-33.942926999999997,151.23938799999999
2035,NSW,PAGEWOOD,Delivery Area,-33.942926999999997,151.23938799999999
2036,NSW,CHIFLEY,Delivery Area,-33.973599999999998,151.23938799999999
2036,NSW,EASTGARDENS,Delivery Area,-33.973599999999998,151.23938799999999
2036,NSW,HILLSDALE,Delivery Area,-33.973599999999998,151.23938799999999
2036,NSW,LA PEROUSE,Delivery Area,-33.973599999999998,151.23938799999999
2036,NSW,LITTLE BAY,Delivery Area,-33.973599999999998,151.23938799999999
2036,NSW,MALABAR,Delivery Area,-33.973599999999998,151.23938799999999
2036,NSW,MATRAVILLE,Delivery Area,-33.973599999999998,151.23938799999999
2036,NSW,PHILLIP BAY,Delivery Area,-33.973599999999998,151.23938799999999
2036,NSW,PORT BOTANY,Delivery Area,-33.973599999999998,151.23938799999999
2037,NSW,FOREST LODGE,Delivery Area,-33.88026,151.18401900000001
2037,NSW,GLEBE,Delivery Area,-33.88026,151.18401900000001
2038,NSW,ANNANDALE,Delivery Area,-33.882406000000003,151.17236399999999
2039,NSW,ROZELLE,Delivery Area,-33.866154999999999,151.173821
2040,NSW,LEICHHARDT,Delivery Area,-33.877952000000001,151.15488500000001
2040,NSW,LILYFIELD,Delivery Area,-33.877952000000001,151.15488500000001
2041,NSW,BALMAIN,Delivery Area,-33.858317,151.178192
2041,NSW,BALMAIN EAST,Delivery Area,-33.858317,151.178192
2041,NSW,BIRCHGROVE,Delivery Area,-33.858317,151.178192
2042,NSW,ENMORE,Delivery Area,-33.899231,151.178192
2042,NSW,NEWTOWN,Delivery Area,-33.899231,151.178192
2043,NSW,ERSKINEVILLE,Delivery Area,-33.902365000000003,151.18547599999999
2044,NSW,ST PETERS,Delivery Area,-33.918196999999999,151.17236399999999
2044,NSW,SYDENHAM,Delivery Area,-33.918196999999999,151.17236399999999
2044,NSW,TEMPE,Delivery Area,-33.918196999999999,151.17236399999999
2045,NSW,HABERFIELD,Delivery Area,-33.878608999999997,151.137407
2046,NSW,ABBOTSFORD,Delivery Area,-33.861783000000003,151.13158100000001
2046,NSW,CANADA BAY,Delivery Area,-33.861783000000003,151.13158100000001
2046,NSW,CHISWICK,Delivery Area,-33.861783000000003,151.13158100000001
2046,NSW,FIVE DOCK,Delivery Area,-33.861783000000003,151.13158100000001
2046,NSW,RODD POINT,Delivery Area,-33.861783000000003,151.13158100000001
2046,NSW,RUSSELL LEA,Delivery Area,-33.861783000000003,151.13158100000001
2046,NSW,WAREEMBA,Delivery Area,-33.861783000000003,151.13158100000001
